countryid,GDP_2020
795,292.0786238897016
796,209.2204621551917
797,145.67358898190196
798,185.96760029910413
799,571.8807579063292
800,820.1737589220202
801,1095.8861333076013
802,1042.6376369678967
803,361.1561279661006
804,367.8163253876967
805,115.03508277634116
807,2988.568914925557
808,3098.5585193025295
809,244.10512132147693
810,247.40173369504063
811,770.1163209231954
812,351.6567637164328
813,787.4179478030949
814,181.1788685649638
815,1213.4382194065593
816,541.4775917813171
817,311.01422672887645
818,4409.501406685154
819,440.8370988696932
820,215.91359784684656
821,234.74697997167954
822,165.081595077659
823,77.79336083261202
824,110.36536386350502
825,308.2776896776199
826,240.10935471142994
827,351.89079884602444
828,329.57198665935005
829,878.6200239150547
830,298.31259801196603
831,541.3077943855985
832,473.2243007897591
833,313.6691003680822
834,333.9037094402362
835,457.9660906014289
836,372.495452004969
837,290.3351757486154
838,338.31763478658144
839,164.33665668796036
840,123.63337652853491
841,204.5879733704142
842,179.54649143990065
843,513.4569617975719
844,469.2844677578513
2124,1211.124687003339
2125,126.03281127521565
2126,147.65788733912652
2127,116.6899680213515
2128,156.91767557953037
2129,80.7726561327636
2130,188.34033033792053
2131,193.59314813501467
2132,154.6441178304681
2133,86.32636166298836
2134,76.61618491829414
2135,400.9353102455338
2136,51.70539958307014
2137,55.853064728362725
2138,71.94329268993565
2139,74.12854581287296
2140,37.42295755492174
2141,152.64857360553364
2142,132.19943579329347
2143,129.45864725735396
2144,75.72974344017622
2145,43.25559563110324
2146,7.4245089446306505
2147,87.43303280269735
2148,175.61801311719253
2149,309.9620403270306
2150,52.787209002525046
2151,59.002087453032566
2152,57.744218237436115
2153,68.34316307456838
2154,319.83695668513485
2155,85.63812517660048
2156,51.01379059703065
2157,84.41599815471223
2158,81.57433190352208
2159,52.62895471703713
2160,65.77474940960846
2161,53.67605979451552
2162,499.3302511269025
2163,48.553453452511434
2164,46.31333064062273
2165,100.83206290055162
2166,30.867366942069943
2167,56.67845555667346
2168,43.27022469509034
2169,59.82452586359556
2170,56.40671491526117
2171,114.85970323867632
2172,56.76376429908522
2173,65.62715902521148
2174,108.83961339884053
2175,63.05751162593962
2176,112.7198993119427
2177,47.63145844463884
2178,66.6411630869859
